Real estate info,Real Estate Size(M^2),Real estate location,Price per M^2(mill),Total Price(bill),location
"(Chính chủ)Bán căn 140m2 3PN Paragon trung tâm Cầu Giấy, Dịch Vọng Hậu đồ cơ bản đẹp LH 0888 989 ***",140,"Cầu Giấy, Hà Nội","61,36 ",8.59,Cầu Giấy
Bán cắt lỗ căn hộ 3PN2WC tòa Sunshine Center Phạm Hùng Mỹ Đình sẵn nội thất setup căn góc đẹp nhất,130,"Nam Từ Liêm, Hà Nội",75,9.75,Nam Từ Liêm
"(Siêu hiếm) Bán nhanh căn 3PN2WC/95m2 toà CT3C Nam Cường Cổ Nhuế sẵn sổ đỏ, full đồ đẹp, 0888 989 ***",95,"Bắc Từ Liêm, Hà Nội","62,1 ",5.9,Bắc Từ Liêm
"Bán căn 3 ngủ 73,6 m2 tại CT12 Kim Văn Kim Lũ sổ đỏ vĩnh viễn full nội thất giá 3,2 tỷ","73,6 ","Hoàng Mai, Hà Nội","43,48 ",3.2,Hoàng Mai
"(Siêu phẩm) bán penthouse IPH Xuân Thủy, Cầu Giấy, sẵn sổ đỏ, full nội thất siêu vip, LH 0888 989 ***",288,"Cầu Giấy, Hà Nội","137,15 ",39.5,Cầu Giấy
"(Chính chủ) Bán căn hộ 3PN/144,5m2 The Nine Mai Dịch, Cầu Giấy sẵn sổ full đồ hướng mát 0888 989 ***","144,5 ","Cầu Giấy, Hà Nội","85,12 ",12.3,Cầu Giấy
"Chuyển biệt thự GĐ cần bán căn duplex TheZei Mỹ Đình 4PN/184,6m2 cực hiếm sẵn đồ xịn sẵn sổ và slot","184,6 ","Nam Từ Liêm, Hà Nội","100,22 ",18.5,Nam Từ Liêm
"(Bán luôn) siêu phẩm penthouse Tràng An Complex Cầu Giấy sẵn sổ đỏ, full đồ nhập cao cấp 0888 989 ***",206,"Cầu Giấy, Hà Nội","97,09 ",20,Cầu Giấy
(ChínhChủ)Bán căn 145m/3PN toà IPH Xuân Thuỷ nhà sẵn sổ đỏ full đồ giá cực sốc view đỉnh 0888 989 ***,145,"Cầu Giấy, Hà Nội","96,55 ",14,Cầu Giấy
Duy nhất 1 căn 3 ngủ view Hồ Tây chung cư D'. El Dorado Võ Chí Công giá 8.6 tỷ. 0979 343 ***,86,"Tây Hồ, Hà Nội",100,8.6,Tây Hồ
"Bán căn góc 3PN 106.9m2 tòa Ecolife Tây Hồ, đầy đủ đồ sẵn SĐ và slot ô tô, chủ thiện chí bán nhanh","106,9 ","Tây Hồ, Hà Nội","79,51 ",8.5,Tây Hồ
Cập nhật quỹ căn bán tại Udic West lake đối diện lotte tây hồ giá tốt,116,"Tây Hồ, Hà Nội","66,38 ",7.7,Tây Hồ
Chính chủ cần bán gấp căn 2 ngủ chung cư HDI Tây Hồ giá tốt nhất .0979 343 ***,73,"Tây Hồ, Hà Nội","95,89 ",7,Tây Hồ
"Chính chủ bán căn 3 ngủ 121m2 toà S1 Goldmark city full nội thất giá 7,3 tỷ sổ đỏ",121,"Bắc Từ Liêm, Hà Nội","60,33 ",7.3,Bắc Từ Liêm
"Chính chủ bán căn hộ 3PN DT 133m2 chung cư HH2 Bắc Hà, giá 6.5 tỷ, LH: 0932 392 ***",133,"Nam Từ Liêm, Hà Nội","48,87 ",6.5,Nam Từ Liêm
"BÁN CHUNG CƯ NGUYỄN HUY TƯỞNG 138M 3 NGỦ 2 WC GIÁ NHÌNH 52 TR/M Ở LUÔN 0987,063.288",138,"Thanh Xuân, Hà Nội","61,59 ",8.5,Thanh Xuân
"Bán 2 ngủ góc 67m2 4,x tỷ. Ba ngủ góc 100m2 6,x tỷ (x tiểu học) CC Xuân La. Tây Hồ Tây.Mới nhận nhà","99,5 ","Tây Hồ, Hà Nội","63,32 ",6.3,Tây Hồ
Bán gấp căn 2 ngủ nhỏ tầng trung siêu đẹp diện tích 61m2 view trường học cực thoáng,61,"Gia Lâm, Hà Nội",58,3.54,Gia Lâm
"Chỉ 3.4 tỷ sở hữu ngay căn 1PN 55m2 cao cấp ngay cạnh hồ Thành Công, HTLS vay 6 tháng",56,"Ba Đình, Hà Nội","60,71 ",3.4,Ba Đình
"Chỉ 9tỷ sở hữu ngay căn 93m2 trong trung tâm Hà Nội, HTLS vay 0% tới 31/12/2025, em Dũng 0966 240 ***",93,"Thanh Xuân, Hà Nội","96,77 ",9,Thanh Xuân
"(Chính chủ)bán căn 3PN/103m2 tòa Vinhomes Skylake Phạm Hùng,sẵn sổ đỏ,full đồ view trọnCV,hồ ĐH34ha",102,"Nam Từ Liêm, Hà Nội","122,55 ",12.5,Nam Từ Liêm
(Siêu phẩm penthouse) Bán căn Penthouse Watermark view trọn Hồ Tây có bể bơi Duplex 317m2 sẵn sổ đỏ,317,"Cầu Giấy, Hà Nội","119,87 ",38,Cầu Giấy
"(chính chủ)bán nhanh căn 5PN/190 toà B The Manor Mễ Trì, sẵn sổ,full đồ, hàng hiếm có LH 0888 989 ***",190,"Nam Từ Liêm, Hà Nội","73,68 ",14,Nam Từ Liêm
(Cực rẻ)gia đình cần bán căn 2PN/83m full đồ tâm huyết toà 6th Element Tây Hồ Tây sẵn sổ 0888 989 ***,83,"Tây Hồ, Hà Nội","97,35 ",8.08,Tây Hồ
(Duplex)bán căn 185m/4PN3WC toà The Zei Mỹ Đình sẵn sổ full độ nhập hiện đại view đẹp LH 0888 989 ***,185,"Nam Từ Liêm, Hà Nội","118,92 ",22,Nam Từ Liêm
"Bán CH Sunshine Center giá chỉ 7,3 tỷ VND tại Mỹ Đình 3PN 2WC sẵn sổ đỏ, slot ô tô, full đồ cực đẹp",108,"Nam Từ Liêm, Hà Nội","67,59 ",7.3,Nam Từ Liêm
(Siêu phẩm đập thông)bán căn hộ 404m IPH Xuân Thủy sổ đỏ full đồ cực xịn hàng hiếm có LH 0888 989 ***,404,"Cầu Giấy, Hà Nội","99,01 ",40,Cầu Giấy
"(Siêu phẩm đập thông)Bán căn 266m2/6PN5wc toà DolphinPlaza,sẵn sổ,full đồ, 2 slot ôtô LH 0888 989 ***",266,"Nam Từ Liêm, Hà Nội","56,39 ",15,Nam Từ Liêm
"Bán căn 93m2 siêu hiếm IPH Xuân Thủy, Cầu Giấy sẵn sổ sẵn đồ giá cực tốt vào ở ngay, LH 0888 989 ***",93,"Cầu Giấy, Hà Nội","90,32 ",8.4,Cầu Giấy
"(Penthouse) cần bán toà Bonanza Duy Tân Cầu Giấy, thiết kế đẹp view Đông Nam có sân vườn 0888 989 ***",300,"Nam Từ Liêm, Hà Nội","83,33 ",25,Nam Từ Liêm
"(Độc bản)Bán căn đập thông 166m toà 6th Element Tây Hồ Tây, sẵn sổ, nội thất full đẹp LH 0888 989 ***",166,"Tây Hồ, Hà Nội","96,39 ",16,Tây Hồ
"(Chính chủ)Bán căn 135m/3pn2wc căn góc toà Iris Garden,30 Trần Hữu Dực,Mỹ Đình,sẵn sổ LH 0888 989 ***",135,"Nam Từ Liêm, Hà Nội","60,74 ",8.2,Nam Từ Liêm
"(Siêu hiếm) bán căn 4PN/137m2 cực hiếm toà Vinhomes Gardenia Hàm Nghi Mỹ Đình, sẵn sổ LH 0888 989 ***",137,"Nam Từ Liêm, Hà Nội","96,35 ",13.2,Nam Từ Liêm
"(Siêu hiếm)Bán căn 124.3m2/4PN3WC Florence Mỹ Đình, căn hộ hàng hiếm view SVD full đồ LH 0888 989 ***","124,3 ","Nam Từ Liêm, Hà Nội","70,8 ",8.8,Nam Từ Liêm
"(Hot) Bán căn hộ 3PN 170m2 toà Sunshine Center Phạm Hùng Mỹ Đình, nội thất đủ cực đẹp LH 0888 989 ***",170,"Nam Từ Liêm, Hà Nội","61,76 ",10.5,Nam Từ Liêm
"Bán gấp căn hộ chung cư VOV Mễ Trì, Nam Từ Liêm. DT 70m2 2PN 2VS chỉ 3.65 tỷ. LH 0983 237 ***",70,"Nam Từ Liêm, Hà Nội","52,14 ",3.65,Nam Từ Liêm
"Sổ đỏ chính chủ bán 70m2, 2n, 2wc giá 2tỷ35 nhà tập thể ngõ đường Nguyễn Trãi - Hà Đông",70,"Hà Đông, Hà Nội","33,57 ",2.35,Hà Đông
"Cần tiền bán gấp trước tết chung cư Đại Thanh 56m2 2N2vs giá 1,84 tỷ có thương lượng",56,"Thanh Trì, Hà Nội","32,86 ",1.84,Thanh Trì
"Hàng Hiếm!Bán căn hộ 91m2 3N tại Samsora Premier giá chỉ 4,6 tỷ, Nhà mới đẹp Full nội thất, GD Ngay",91,"Hà Đông, Hà Nội","50,55 ",4.6,Hà Đông
"Giá Tốt Nhất Thị Trường! Bán Căn Hộ 94m2 Giá Chỉ 4.5 tỷ Thiết Kế 3N Sang Trọng, Full Nội Thất Mới",94,"Hà Đông, Hà Nội","47,87 ",4.5,Hà Đông
"Hàng hiếm! Căn 3PN DT 121m2 HPC Landmark giá chỉ 5,6 tỷ, nhà mới full nội thất sang trọng, sẵn sổ",121,"Hà Đông, Hà Nội","46,28 ",5.6,Hà Đông
"Siêu phẩm căn hộ 74m2 Samsora Premier giá chỉ 3,9 tỷ, full đồ thiết kế sang trọng, sẵn sổ trong két",74,"Hà Đông, Hà Nội","52,7 ",3.9,Hà Đông
"Hàng hiếm! Cần bán căn hộ 63m2 tại Thiên Niên Kỷ, giá chỉ 3,8 tỷ, full nội thất sang trọng, sẵn sổ",63,"Hà Đông, Hà Nội","60,32 ",3.8,Hà Đông
"Giá Tốt Nhất Thị Trường! Bán Gấp Căn Hộ 74m2 Giá Chỉ 3,8 tỷ Thiết Kế 2N Siêu Nét, Đầy Đủ Nội Thất",74,"Hà Đông, Hà Nội","51,35 ",3.8,Hà Đông
"Hàng hiếm! Bán căn hộ 80m2 giá chỉ 3,8 tỷ thiết kế 2N rộng, thoáng mát, đẩy đủ nội thất ở được ngay",80,"Hà Đông, Hà Nội","47,5 ",3.8,Hà Đông
"Giá tốt nhất thị trường! Bán căn hộ 82m2 Giá Chỉ 4,5 tỷ, Nhà Mới Đẹp, Đầy Đủ Nội Thất, Có Ra Lộc",82,"Hà Đông, Hà Nội","54,88 ",4.5,Hà Đông
"Nhượng lại căn hộ 2PN, 2WC tại Masteri Grand Avenue, giá dự kiến 5,81 tỷ, giá chủ đầu tư",64,"Đông Anh, Hà Nội","90,78 ",5.81,Đông Anh
"Chính chủ bán căn 110m2 tại Golden Palm Lê Văn Lương chỉ 8,3 tỷ - 3pn bc đông nam. Lh: 0364 079 ***",110,"Thanh Xuân, Hà Nội","75,46 ",8.3,Thanh Xuân
Chính chủ cần bán căn 75m2 - 2Pn full tại Imperia 143 Nguyễn Tuân chỉ 6 tỷ. LH: 0364 079 ***,75,"Thanh Xuân, Hà Nội",80,6,Thanh Xuân
( Giá chuẩn ) chính chủ bán Hei Tower 105m2 giá 7.4 tỷ đồ full mới 100% - 3PN đẹp. Phải gọi tôi cọc,105,"Thanh Xuân, Hà Nội","70,48 ",7.4,Thanh Xuân
(Giá thật) chính chủ tôi bán căn tầng 16 Handiresco - 2Pn 2vs cơ bản 5.2 tỷ. Bán gấp! 0364 079 ***,71,"Thanh Xuân, Hà Nội","73,24 ",5.2,Thanh Xuân
"Trực tiếp CĐT bán căn 2 ngủ 2Wc 70m2, đã có sổ hồng, tại chung cư Hope residence Long Biên",70,"Long Biên, Hà Nội",45,3.15,Long Biên
Giá thật !!! Tại 18T Lê Văn Lương - Trung Hoà - CG chỉ 7.3 tỷ -3Pn full đồ đẹp. LH: 0364 079 ***,110,"Cầu Giấy, Hà Nội","66,36 ",7.3,Cầu Giấy
"Bán căn góc HDI Tây Hồ (trục M07 rẻ đẹp nhất giá chỉ 11,5 tỷ), nhận nhà luôn, đã có sổ, view Hồ Tây","107,2 ","Tây Hồ, Hà Nội","107,28 ",11.5,Tây Hồ
"Căn hộ Rice Sông Hồng Thượng Thanh DT 70m2 3,8 tỷ",70,"Long Biên, Hà Nội","54,29 ",3.8,Long Biên
"Bán CH CC đẹp tại CT3C Cổ Nhuế, giá 6,16 tỷ, diện tích 94,7m2, thiết kế 3PN 2WC, nội thất đầy đủ","94,7 ","Bắc Từ Liêm, Hà Nội","65,05 ",6.16,Bắc Từ Liêm
Bán căn hộ 2N view đại học Vin Uni - giá tốt nhất,"54,5 ","Gia Lâm, Hà Nội",63,3.43,Gia Lâm
Bán căn hộ The Matrix One - DT 113m2 - full NT - view công viên hồ điều hòa - SĐCC - có slot ô tô,113,"Nam Từ Liêm, Hà Nội","110,62 ",12.5,Nam Từ Liêm
"Bán cặp căn hộ 4PN/148m2 và căn 3PN/168m2 Udic Westlake, full nội thất đẹp ở được ngay. Giá 10 tỷ",148,"Tây Hồ, Hà Nội","67,57 ",10,Tây Hồ
Bán CHCC Hateco Hoàng Mai. DT 51m2 2PN cực hiếm view hồ Yên Sở cực thoáng,51,"Hoàng Mai, Hà Nội","62,35 ",3.18,Hoàng Mai
Chính Chủ Cần Bán Căn Hộ The Pride Tố Hữu Hà Đông 103m Thoáng Đẹp,103,"Hà Đông, Hà Nội","47,57 ",4.9,Hà Đông
"Chính Chủ Cần Bán Căn hộ The Pride, Tố Hữu, Hà Đông 75m2 Góc Đẹp",75,"Hà Đông, Hà Nội","50,67 ",3.8,Hà Đông
"Chính chủ cần căn 3PN 2VS DT 127m2 tại dự án Center Point, tầng trung view đẹp LH 0357 697 ***",127,"Cầu Giấy, Hà Nội","70,87 ",9,Cầu Giấy
"Bán chung cư Định Công, Hoàng Mai 70m2, 2 ngủ, 2 vệ sinh, nội thất 400 triệu, slot ô tô, 4 tỷ 500",70,"Hoàng Mai, Hà Nội","64,29 ",4.5,Hoàng Mai
"Bán CC BlueGem Tower, Tứ Hiệp, Thanh Trì, 79m2, 3PN, 2VS, 3 tỷ 950, full nội thất, giá đầu tư",79,"Thanh Trì, Hà Nội",50,3.95,Thanh Trì
Bán chung cư Gia Thụy - view đẹp thoáng - 2 ban công - tầng cao - khu an sinh tiện ích - vip - cạn,132,"Long Biên, Hà Nội","57,96 ",7.65,Long Biên
"Bán căn hộ chung cư Roman Plaza Tố Hữu, Nam Từ Liêm. DT 78m2 2pn full đồ giá 5.4 tỷ. LH: 0983 237 ***",78,"Nam Từ Liêm, Hà Nội","69,23 ",5.4,Nam Từ Liêm
"Bán căn hộ chung cư Vật tư du lịch South Tower số 8 P. Trần Thủ Độ Hoàng Liệt, Hoàng Mai 0983 237 ***",75,"Hoàng Mai, Hà Nội","54,67 ",4.1,Hoàng Mai
"Bán căn hộ chung cư Diamond Flower Tower, Lê Văn Lương, Thanh Xuân. 125m2 3pn 9.65 tỷ. 0983 237 ***",125,"Thanh Xuân, Hà Nội","77,2 ",9.65,Thanh Xuân
Bán gấp căn hộ chung cư 187 Nguyễn Lương Bằng 2pn 1wc DT : 65.5m2 giá 4.5 tỷ có bớt LH:0917 495 ***,"65,5 ","Đống Đa, Hà Nội","68,7 ",4.5,Đống Đa
"Gia đình bán căn hộ chung cư Xuân Mai Tower Tô Hiệu cạnh Metro, DT 60.5m2 gồm 2PN, giá 3.25 tỷ","60,5 ","Hà Đông, Hà Nội","53,72 ",3.25,Hà Đông
"Bán căn hộ chung cư Văn Khê. Diện tích 105m2 gồm 3PN, 2 VS. Tầng 18. Full đồ mới. Giá 4.6 tỷ",105,"Hà Đông, Hà Nội","43,81 ",4.6,Hà Đông
Bán căn hộ 187 Nguyễn Lương Bằng 66m2 2pn 2wc giá 4.9 tỷ liên hệ 0984 847 ***,66,"Đống Đa, Hà Nội","74,24 ",4.9,Đống Đa
"Gia đình cần bán chung cư cao cấp Hyundai Hillstate, DT 103m2, 2PN, 2VS. Giá 6.3 tỷ",103,"Hà Đông, Hà Nội","61,16 ",6.3,Hà Đông
Bán căn hộ CT2 Hoàng Cầu 68m2 2PN 1WC hướng mát 0984 847 ***,65,"Đống Đa, Hà Nội","63,08 ",4.1,Đống Đa
"Bán căn hộ A10 Nguyễn Chánh 61m2 2pn full đồ đẹp giá 5.35 tỷ, liên hệ 0984 847 ***",66,"Cầu Giấy, Hà Nội","75,76 ",5,Cầu Giấy
The Sola Park - Quỹ căn ngoại giao mặt trong G5&G6,"31,8 ","Nam Từ Liêm, Hà Nội","78,62 ",2.5,Nam Từ Liêm
"Hot! Bán CC Ecohome 3, DT 49m2 (2PN 1WC) (thông thuỷ), đầy đủ nội thất Giá chỉ có 2,8x tỷ",49,"Bắc Từ Liêm, Hà Nội","57,14 ",2.8,Bắc Từ Liêm
"Bán căn hộ tòa nhà 57 Láng Hạ, 193 m2, 4 PN, 2 phụ, nhà đẹp, thoáng, giá 13,9 tỷ",193,"Ba Đình, Hà Nội","72,02 ",13.9,Ba Đình
"Bán căn hộ An Bình Plaza, 4,95 tỷ, 83 m2, 3PN + 2WC tại Trần Bình, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",83,"Nam Từ Liêm, Hà Nội","59,64 ",4.95,Nam Từ Liêm
"Bán căn hộ 101 Láng Hạ,163 m2, 3 PN, ban công Đông Nam, thoáng căn góc, rất mát, giá 11,5 tỷ (mới)",146,"Đống Đa, Hà Nội","58,22 ",8.5,Đống Đa
"Bán căn hộ cao cấp 87m2 cách hồ Hoàng Cầu chỉ 300m nhỉnh 11 tỷ, quản lý bởi Savills",87,"Ba Đình, Hà Nội","133,33 ",11.6,Ba Đình
Chính chủ bán căn chung cư khu toà nhà thương mại khu đô thị Đặng Xá - Gia Lâm - HN,"46,6 ","Gia Lâm, Hà Nội","41,2 ",1.92,Gia Lâm
"Chính chủ bán căn chung cư khu đô thị Đặng Xá 2 PN, 2 VS","69,9 ","Gia Lâm, Hà Nội","40,34 ",2.82,Gia Lâm
Bán căn chung cư khu đô thị Đặng Xá chỉ việc xách valy về ở,"69,9 ","Gia Lâm, Hà Nội","41,49 ",2.9,Gia Lâm
Em Huy cần bán nhanh căn hộ 3PN góc tầm view hướng thủy tuyệt mỹ view hồ độc nhất tại Hà Nội,126,"Ba Đình, Hà Nội","130,16 ",16.4,Ba Đình
Em Huy PKD chủ đầu tư bán gấp căn hộ 3PN2VS rộng đẹp nhất tại Capital Elite dự án 5 sao đẳng cấp,126,"Nam Từ Liêm, Hà Nội","76,98 ",9.7,Nam Từ Liêm
"Hot - Chính chủ cần bán gấp 3PN/168m2/12,5tỷ view Lotte Mall Tây Hồ, tầng đẹp, vào ở luôn, đã có sổ",168,"Tây Hồ, Hà Nội","74,4 ",12.5,Tây Hồ
"CÓ 102! Bán chung cư Hateco Apollo Xuân Phương, Nam Từ Liêm, full nội thất, 55m2 2PN giá nhỉnh 3 tỷ",55,"Nam Từ Liêm, Hà Nội","61,27 ",3.37,Nam Từ Liêm
"Bán cắt lỗ căn studio - 28m2 - Imperia Smart City chỉ 1,89 tỷ. LH: 0981 516 ***",28,"Nam Từ Liêm, Hà Nội","67,5 ",1.89,Nam Từ Liêm
"Bán cắt lỗ căn hộ 2 phòng ngủ 60m2 - Vinhomes Smart City - 3,3 tỷ. LH: 0981 516 ***",55,"Nam Từ Liêm, Hà Nội",60,3.3,Nam Từ Liêm
"Bán gấp CC Vinhomes D'Capitale 73m2 giá chỉ 5,4 tỷ 2n, nội thất siêu đẹp",73,"Cầu Giấy, Hà Nội","73,97 ",5.4,Cầu Giấy
"Bán gấp CH 789 Mỹ Đình 3N chỉ 4.1 tỷ 98.5m2 rộng rãi, nội thất full siêu tiện nghi","98,5 ","Nam Từ Liêm, Hà Nội","41,62 ",4.1,Nam Từ Liêm
"Chỉ 4,2 tỷ sở hữu ngay CH Khu đô thị mới Resco 104m2, 3PN siêu rộng full nội thất sịn",104,"Bắc Từ Liêm, Hà Nội","40,38 ",4.2,Bắc Từ Liêm
"Bán gấp CH 2N siêu đẹp 94m2, chỉ 3,2 tỷ Dream Town, Tây Mỗ",94,"Nam Từ Liêm, Hà Nội","34,04 ",3.2,Nam Từ Liêm
Bán gấp căn hộ 62m2 2PN 2VS SĐCC tại Xuân Mai Complex full đồ sẵn về,62,"Hà Đông, Hà Nội","52,42 ",3.25,Hà Đông
The Sola Park - Quỹ căn ngoại giao mặt trong G5&G6,"31,8 ","Nam Từ Liêm, Hà Nội","78,62 ",2.5,Nam Từ Liêm
"Hàng hiếm! CC Xuân Mai Complex 70m2, 2pn 2vs 2 ban công đông nam nhà có nội thất",70,"Hà Đông, Hà Nội","46,43 ",3.25,Hà Đông
Bán skyvillas M2 Metropolis view 04 Hồ full đồ,200,"Ba Đình, Hà Nội",250,50,Ba Đình
"Bán căn hộ 70m2 thiết kế gồm 3 phòng ngủ, 2 vệ sinh tại chung cư CT3 Yên Nghĩa, Hà Đông Hà Nội",70,"Hà Đông, Hà Nội","47,86 ",3.35,Hà Đông
"Bán gấp CH A10 - A14 Nam Trung Yên giá 3 tỷ 56m2, 2pn, nội thất mới siêu đẹp",56,"Cầu Giấy, Hà Nội","53,57 ",3,Cầu Giấy
"Bán căn hộ chung cư tại Mailand Hanoi City, 6 tỷ, 109m2, 2PN, view đẹp, LH: 0985 302 ***",109,"Hoài Đức, Hà Nội","55,05 ",6,Hoài Đức
"Bán gấp CH giá 3,5 tỷ tại MHDI Tăng Thiết Giáp 70m2 2N nội thất siêu đẹp",70,"Nam Từ Liêm, Hà Nội",50,3.5,Nam Từ Liêm
"Chỉ 2.8 tỉ sở hữu ngay CC An Bình Plaza 55,2m2, 2N full nội thất, view đẹp tầng đẹp","55,2 ","Nam Từ Liêm, Hà Nội","50,72 ",2.8,Nam Từ Liêm
Chính chỉ bán CH 2N 74m2 4.8 tỷ An Bình City nội thất siêu cao cấp,74,"Bắc Từ Liêm, Hà Nội","64,86 ",4.8,Bắc Từ Liêm
"Chỉ 4.6 tỷ sở hữu ngay CH Hoàng Thành Pearl 80m2, 2N siêu sịn đẹp full đồ",80,"Nam Từ Liêm, Hà Nội","57,5 ",4.6,Nam Từ Liêm
"Bán gấp căn hộ chung cư cao cấp A10 Nguyễn Chánh, DT: 61m2, giá 5 tỷ LH: 0917 495 ***",61,"Cầu Giấy, Hà Nội","81,97 ",5,Cầu Giấy
Bán gấp căn hộ chung cư Trung Hoà Nhân Chính 2pn 2wc DT: 60m2 giá 3.5 tỷ. LH: E Hoà 0917 495 ***,60,"Cầu Giấy, Hà Nội","58,33 ",3.5,Cầu Giấy
Bán gấp căn hộ chung cư A6 Nam Trung Yên 2pn 2wc DT: 60m2 giá 3.5 tỷ. LH E Hoà: 0917 495 ***,60,"Cầu Giấy, Hà Nội","58,33 ",3.5,Cầu Giấy
Cực hiếm! Bán căn hộ tập thể Viện Năng Lượng - Tôn Thất Tùng - 100m2 - 3PN - 2WC giá 3.8 tỷ,100,"Đống Đa, Hà Nội",38,3.8,Đống Đa
"Bán 1+1 Đông Nam R103 Zenpark view hồ 24ha, nội khu tầng 18 full NT sẵn HĐ thuê 9tr. LH 0946 455 ***",52,"Gia Lâm, Hà Nội","56,73 ",2.95,Gia Lâm
"Bán căn 4 ngủ view hồ 182m2 Heritage - Đông Nam - đồ cơ bản - tầng trung - 34,6 tỷ bao phí",182,"Tây Hồ, Hà Nội","190,11 ",34.6,Tây Hồ
"Cần bán gấp căn 3N2VS tòa Thăng Long Capital giá rẻ nhất khu vực, full nội thất chỉ việc về ở","96,8 ","Hoài Đức, Hà Nội",43,4.16,Hoài Đức
The Sola Park - Quỹ căn ngoại giao mặt trong G5&G6,"31,8 ","Nam Từ Liêm, Hà Nội","78,62 ",2.5,Nam Từ Liêm
Bán căn hộ 2 ngủ 82 m2 ban công Đông Nam tại Imperia Sky Garden 423 6tỷ5 đầy đủ đồ LH xem nhà TT,82,"Hai Bà Trưng, Hà Nội","79,27 ",6.5,Hai Bà Trưng
Cần bán căn hộ 3 ngủ góc 103m2 tại Imperia Sky Garden 423 Minh Khai full nội thất như hình 7.6 tỷ,103,"Hai Bà Trưng, Hà Nội","73,79 ",7.6,Hai Bà Trưng
Bán căn hộ 4 ngủ 3 VS 158 m2 tại Amber Riverside 622 Minh Khai đủ đồ như hình 10tỷ7 có slot ô tô,158,"Hai Bà Trưng, Hà Nội","67,72 ",10.7,Hai Bà Trưng
"Mở bán quỹ độc quyền Capital Elite Phạm Hùng, căn 105-127m2. CK 6%. HTLS 0% 18 tháng Capital Elite",105,"Nam Từ Liêm, Hà Nội","85,71 ",9,Nam Từ Liêm
"Bán tập thể Kim Liên 24/60m 2,67 tỷ 2PN riêng biệt đẹp tiện ích ngõ thông tứ tung ở luôn",24,"Đống Đa, Hà Nội","111,25 ",2.67,Đống Đa
"BQL tòa nhà bán căn hộ 2PN2WC vào ngay, nhà đẹp, mới, view thoáng, đầy đủ nội thất dự án Mon City",67,"Nam Từ Liêm, Hà Nội","68,66 ",4.6,Nam Từ Liêm
"Do thay đổi nhu cầu sử dụng, tôi cần bán gấp căn 2PN2VS 65m2 tại Golden Field Mỹ Đình - Giá tốt",65,"Nam Từ Liêm, Hà Nội","69,23 ",4.5,Nam Từ Liêm
"Bán chung cư Định Công, Hoàng Mai 78m2, 2PN, 2 vệ sinh, nội thất 400 triệu, 4 tỷ 600 - 0968 224 ***",78,"Hoàng Mai, Hà Nội","58,97 ",4.6,Hoàng Mai
"Chủ nhà bán gấp căn 2PN 54m2 full nội thất 3,38tỷ bao phí- Đông Nam- Sẵn sổ tại Vinhomes Smart City",54,"Nam Từ Liêm, Hà Nội","62,59 ",3.38,Nam Từ Liêm
"Bán suất ngoại giao căn 2PN 68m2, giá tốt nhất dự án, nội thất cao cấp, HTLS 24T, pháp lý chuẩn",68,"Hoàng Mai, Hà Nội",50,3.4,Hoàng Mai
Cực hiếm! Bán căn hộ 78m2 chung cư T&T Vĩnh Hưng Hoàng Mai Hà Nội,78,"Hoàng Mai, Hà Nội","60,13 ",4.69,Hoàng Mai
"Chính chủ bán căn hộ 60m2 chỉ 3,4 tỷ chung cư Đền Lừ cạnh công viên hồ Đền Lừ đầy đủ tiện ích",60,"Hoàng Mai, Hà Nội","56,67 ",3.4,Hoàng Mai
"Bán căn hộ 98m2 chung cư 310 Minh Khai, Hai Bà Trưng",98,"Hai Bà Trưng, Hà Nội","52,04 ",5.1,Hai Bà Trưng
"Chính Chủ Bán Gấp căn hộ 80m2 đẹp , Về Ở Ngay tại Văn Quán, Hà Đông, 3,x tỷ .zalo 0921 211 ***",80,"Hà Đông, Hà Nội","48,75 ",3.9,Hà Đông
"Chính chủ bán CH 2PN, DT 71m2, tòa 90 Nguyễn Tuân, ban công ĐN, giá 5 tỷ, LH 0363 388 ***",71,"Thanh Xuân, Hà Nội","70,42 ",5,Thanh Xuân
"Hot! Bán CC HH4 Linh Đàm, 2,05 tỷ, 2PN, 1WC, tầng 9, Hoàng Mai, Hà Nội",46,"Hoàng Mai, Hà Nội","44,56 ",2.05,Hoàng Mai
"Mở bán quỹ độc quyền Capital Elite Phạm Hùng, căn 105-127m2. CK 6%. HTLS 0% 18 tháng Capital Elite",105,"Nam Từ Liêm, Hà Nội","85,71 ",9,Nam Từ Liêm
"Bán căn chung cư 2 phòng ngủ tòa HH1B linh đàm, Hoàng Mai, Hà Nội. Nhà đẹp, giá nhỉnh 2 tỷ",46,"Hoàng Mai, Hà Nội","46,74 ",2.15,Hoàng Mai
"Chính chủ bán gấp căn chung cư Jadin tòa G3, tầng 10. DT: 80m2, 2 ngủ, 2VS. Giá: 4tỷ600tr",80,"Long Biên, Hà Nội","57,5 ",4.6,Long Biên
"Bán căn chung cư Hope toà H2 - view trường Vin. Giá rẻ nhất hope. DT: 72m2, 2PN, 2vs 2,9 tỷ còn TL",72,"Long Biên, Hà Nội","40,28 ",2.9,Long Biên
